fips,asian,white,black,hispanic,popsqmi,nat_amer,pct_change
18113,0.003702,0.924983,0.003892,0.096075,115.7,0.002146,0.0272501
18115,0.003101,0.98107,0.00359,0.01126,71.1,0.001958,0.0898097
18117,0.003125,0.97001,0.008569,0.009778,49.8,0.003125,0.0276598
18119,0.003059,0.979328,0.003013,0.009177,56,0.003476,-0.00968512
18121,0.001961,0.961474,0.022896,0.0124,39,0.003691,0.00568413
18123,0.003568,0.959613,0.024356,0.009929,50.7,0.001862,0.0232287
18125,0.001946,0.981705,0.003036,0.009342,38.4,0.002102,0.000623199
18127,0.012133,0.912695,0.029779,0.08478,393,0.003006,0.119518
18129,0.002702,0.972019,0.008993,0.009572,63.3,0.001853,-0.0425335
18131,0.002164,0.97187,0.006566,0.02425,30.9,0.002985,-0.0256634
18133,0.007349,0.933778,0.039644,0.015462,79,0.002581,0.0539715
18135,0.002331,0.961293,0.004471,0.030186,57.9,0.003401,-0.0448889
18137,0.005066,0.976195,0.002394,0.015442,64.6,0.00177,0.0865287
18139,0.003277,0.974299,0.00759,0.010925,42.6,0.00184,-0.0475878
18141,0.018866,0.786615,0.127216,0.072659,583,0.003859,0.00516646
18143,0.004466,0.978744,0.002357,0.01464,127,0.001902,0.0531794
18145,0.005491,0.954226,0.010239,0.037065,108.1,0.002138,0.0228104
18147,0.003436,0.968643,0.004582,0.024675,52.8,0.001957,0.0275121
18149,0.001755,0.970894,0.002825,0.032787,75.6,0.003253,-0.00819324
18151,0.004885,0.968202,0.005236,0.028726,110.7,0.00272,0.0292347
18153,0.001863,0.937462,0.04475,0.01369,48,0.002701,-0.0126891
18155,0.001696,0.97814,0.003015,0.013851,48.1,0.001696,0.170767
18157,0.062102,0.840317,0.04001,0.074933,345.7,0.002622,0.159948
18159,0.004079,0.975841,0.00182,0.021712,61.2,0.001443,-0.038668
18161,0.002528,0.975386,0.004391,0.01091,46.6,0.00306,0.0227242
18163,0.011146,0.861878,0.090967,0.021552,769.7,0.00222,0.0452589
18165,0.001912,0.982729,0.00148,0.008019,63.1,0.002282,-0.0343102
18167,0.016514,0.882789,0.068958,0.022893,267.4,0.003375,0.018895
18169,0.004196,0.965823,0.004956,0.021193,79.7,0.006598,-0.0592677
18171,0.004231,0.982957,0.001293,0.008228,23.3,0.001528,0.0105713
18173,0.016083,0.949924,0.013453,0.015849,155.1,0.002077,0.139473
18175,0.003043,0.98061,0.002265,0.010756,55,0.002194,0.0381663
18177,0.007647,0.901664,0.049596,0.026176,171.5,0.002481,-0.0306623
18179,0.003872,0.97344,0.003474,0.020408,75.1,0.00275,0.00130435
18181,0.003612,0.938684,0.002759,0.070852,48.8,0.002881,-0.0246962
18183,0.003154,0.97558,0.002974,0.015469,99.2,0.002763,0.0841828
19001,0.002864,0.983858,0.001432,0.013148,13.5,0.000521,-0.0680577
19003,0.005957,0.981137,0.001986,0.009183,9.5,0.004716,-0.101071
19005,0.002373,0.959525,0.007886,0.052826,22.4,0.002512,-0.0235094
19007,0.002794,0.976643,0.004889,0.014045,25.9,0.002483,-0.0607827
19009,0.004086,0.985782,0.001634,0.006047,13.8,0.001307,-0.1041
19011,0.002531,0.980557,0.003912,0.010546,36.4,0.001726,0.0303461
19013,0.013022,0.856015,0.088794,0.037432,231.7,0.002266,0.0240446
19015,0.003345,0.969703,0.007831,0.019197,46,0.003079,0.00312691
19017,0.007168,0.972195,0.007868,0.009845,55.7,0.000659,0.0407717
19019,0.004294,0.978385,0.003197,0.011595,36.7,0.001527,-0.00640023
19021,0.056318,0.806565,0.026654,0.227443,35.2,0.002517,-0.00739797
19023,0.002354,0.984462,0.001749,0.008946,25.6,0.001413,-0.0286181
19025,0.002172,0.985109,0.002275,0.009307,17,0.001965,-0.130004
19027,0.00442,0.972809,0.003987,0.015997,36.6,0.001201,-0.0282433
19029,0.00215,0.977071,0.002508,0.018128,24.7,0.002006,-0.0495778
19031,0.004595,0.977891,0.002811,0.015352,31.9,0.001568,0.0171551
19033,0.008539,0.950465,0.013091,0.038368,77.7,0.002061,-0.0494327
19035,0.005136,0.966451,0.005467,0.022697,20.9,0.002651,-0.073878
19037,0.003216,0.974274,0.003296,0.021626,24.7,0.000804,-0.0500955
19039,0.003984,0.94314,0.0042,0.099828,21.5,0.003123,0.0167524
19041,0.00594,0.964601,0.00414,0.028619,29.4,0.00228,-0.0405825
19043,0.002317,0.978046,0.003365,0.016879,23.3,0.001103,-0.0293929
19045,0.005701,0.939653,0.026285,0.025307,70.7,0.002464,-0.0205986
19047,0.006083,0.828732,0.012167,0.241635,23.9,0.003451,0.00908984
19049,0.02513,0.921917,0.013881,0.061374,112.4,0.00192,0.622945
19051,0.002742,0.98412,0.0008,0.009711,17.4,0.002171,0.0248214
19053,0.006976,0.954003,0.017973,0.021402,15.9,0.003902,-0.0267004
19055,0.002758,0.985533,0.002702,0.007825,30.7,0.001013,-0.034775
19057,0.007192,0.910205,0.050787,0.02584,96.9,0.002455,-0.0478383
19059,0.00432,0.98314,0.00174,0.01068,43.8,0.00078,0.0147954
19061,0.009375,0.940621,0.026545,0.019295,154,0.001901,0.0505929
19063,0.004271,0.930984,0.006309,0.074063,26,0.006698,-0.0657477
19065,0.005125,0.969971,0.009483,0.018199,28.6,0.001006,-0.0512541
19067,0.013249,0.958106,0.012452,0.020303,32.6,0.001411,-0.0353254
19069,0.002622,0.936423,0.003558,0.113202,18.4,0.001873,-0.00224215
19071,0.002688,0.969225,0.005241,0.025131,14.6,0.003091,-0.0710362
19073,0.003213,0.975578,0.002785,0.018316,16.4,0.002678,-0.0993633
19075,0.002168,0.985224,0.002248,0.009797,24.8,0.000321,0.00679117
19077,0.003378,0.975625,0.001461,0.018441,18.5,0.002008,-0.0351449
19079,0.019843,0.93811,0.00319,0.049895,27.2,0.002106,-0.0465385
19081,0.004144,0.966141,0.004938,0.035094,19.9,0.001411,-0.0627273
19083,0.004506,0.958081,0.012376,0.037128,30.8,0.002395,-0.0679354
19085,0.002814,0.981913,0.001675,0.012259,21.4,0.00288,-0.0471084
19087,0.022884,0.921172,0.022189,0.037925,46.4,0.003028,-0.00939221
19089,0.002509,0.980556,0.002613,0.012335,20.2,0.001045,-0.0368506
19091,0.00326,0.959552,0.004483,0.036373,22.6,0.001528,-0.0545227
19093,0.00268,0.98138,0.002398,0.014106,16.4,0.001693,-0.0954447
19095,0.003424,0.978416,0.003485,0.018771,27.9,0.001651,0.0436475
19097,0.002368,0.974355,0.003073,0.011084,31.2,0.002015,-0.0220733
19099,0.004424,0.967347,0.012757,0.014576,50.4,0.002796,-0.00996963
19101,0.084605,0.876269,0.012706,0.024342,38.7,0.001841,0.0409122
19103,0.0521,0.856367,0.048173,0.047371,213.1,0.002193,0.179053
19105,0.004361,0.964289,0.019769,0.013083,35.9,0.002374,0.0206221
19107,0.001712,0.983636,0.004757,0.008562,18.1,0.001332,-0.0779825
19109,0.003796,0.979412,0.002831,0.013833,16,0.001287,-0.0943891
19111,0.005103,0.935168,0.031175,0.03045,69.3,0.001896,-0.0575528
19113,0.018019,0.90843,0.039512,0.026199,294.6,0.002675,0.101851
19115,0.008958,0.902081,0.005269,0.157812,28.3,0.002898,-0.0653369
19117,0.001686,0.985502,0.001911,0.010002,20.7,0.001798,-0.0556145
19119,0.002159,0.97919,0.000863,0.018306,19.7,0.000777,-0.0154722
19121,0.003253,0.980675,0.002934,0.012565,27.9,0.001786,0.118411
19123,0.011394,0.957419,0.011349,0.016085,39.2,0.002681,0.00205955
19125,0.011378,0.966796,0.006755,0.015942,60.1,0.001801,0.0392175
19127,0.013186,0.887399,0.016704,0.172628,71,0.004576,0.0340108
19129,0.003652,0.97211,0.003785,0.02384,34.4,0.003254,0.0351963
19131,0.002598,0.985616,0.001949,0.010208,23,0.000928,-0.00901232
19133,0.002164,0.970681,0.00357,0.011576,13.3,0.010494,-0.0775449
19135,0.00389,0.974153,0.00276,0.021205,18.4,0.00138,-0.00573852
19137,0.002142,0.973929,0.002328,0.028399,25.3,0.003538,-0.0875881
19139,0.008188,0.89042,0.014177,0.159153,97.7,0.003111,0.0245194
19141,0.005695,0.960481,0.004653,0.037852,25.1,0.00125,-0.0466163
19143,0.00294,0.951563,0.002786,0.066543,16.2,0.00325,-0.0772526
19145,0.007281,0.943949,0.022094,0.027492,29.8,0.005398,-0.0614986
19147,0.003291,0.977709,0.00467,0.016134,16.7,0.002229,-0.0715482
19149,0.004683,0.96398,0.003042,0.029697,29,0.002842,0.0055133
19151,0.001642,0.974829,0.003557,0.022709,12.7,0.001642,-0.156084
19153,0.035343,0.847332,0.060034,0.07581,750.5,0.003214,0.149597
19155,0.006119,0.929153,0.013601,0.066028,98,0.004734,0.0621864
19157,0.013746,0.949403,0.011632,0.024109,32.3,0.002644,0.00526176
19159,0.003118,0.975248,0.003313,0.017735,9.6,0.002729,-0.0618029
19161,0.001546,0.978261,0.002995,0.018841,18,0.000676,-0.102264
19163,0.020167,0.861055,0.070982,0.055664,360.7,0.003002,0.041319
19165,0.003781,0.978795,0.00263,0.018,20.6,0.002301,-0.0763683
19167,0.00807,0.932857,0.003827,0.08904,43.9,0.002848,0.0669537
19169,0.060117,0.886109,0.024525,0.030098,156.3,0.00182,0.119541
19171,0.002589,0.865256,0.003377,0.074295,24.6,0.074689,-0.0185605
19173,0.002691,0.960583,0.002216,0.057622,11.9,0.001425,-0.0921242
19175,0.004787,0.968885,0.007101,0.017951,29.6,0.003112,0.0182793
19177,0.005284,0.982695,0.001982,0.011625,15.6,0.001321,-0.0306057
19179,0.00713,0.920758,0.01353,0.090779,82.5,0.00494,-0.0118166
19181,0.005408,0.971055,0.004673,0.019448,81.1,0.002358,0.136559
19183,0.003317,0.958164,0.006727,0.052433,38.2,0.00258,0.0500242
19185,0.002811,0.980009,0.002811,0.010776,12.2,0.001874,-0.0485884
19187,0.006471,0.923237,0.038461,0.03804,53.1,0.002946,-0.0552255
19189,0.008099,0.960887,0.007823,0.033131,27.1,0.002025,-0.0731042
19191,0.010733,0.966328,0.006316,0.019852,30.5,0.000617,-0.0119193
19193,0.023715,0.835718,0.024038,0.136955,117.1,0.022061,-0.0164136
19195,0.003159,0.978547,0.003554,0.019347,19,0.001843,-0.0393223
19197,0.002495,0.948295,0.004309,0.096304,22.8,0.001512,-0.0770894
20001,0.005086,0.933214,0.018622,0.029317,26.7,0.008077,-0.0704901
20003,0.004567,0.968033,0.004937,0.015181,14,0.004814,-0.000986436
20005,0.004136,0.909655,0.050402,0.022631,39.3,0.005495,0.00894241
20007,0.004114,0.961325,0.004526,0.024481,4.3,0.005554,-0.0840399
20009,0.001951,0.887729,0.014418,0.133085,30.9,0.005348,-0.0188264
20011,0.004548,0.930271,0.028142,0.020365,23.9,0.007513,-0.0133949
20013,0.003105,0.850761,0.01232,0.030649,17.5,0.092548,-0.0690041
20015,0.007089,0.934669,0.016636,0.039496,46.1,0.009654,0.107562
20017,0.003226,0.953763,0.012186,0.035842,3.6,0.004301,-0.0792079
20019,0.000818,0.907877,0.004361,0.023712,5.7,0.040883,-0.158293
20021,0.002963,0.903254,0.005462,0.019627,36.8,0.04055,-0.0443265
20023,0.00697,0.977256,0.000734,0.052091,2.7,0.002201,-0.138705
20025,0.007675,0.924153,0.000451,0.073589,2.3,0.006321,-0.0732218
20027,0.003046,0.972583,0.003984,0.018981,13.2,0.004452,-0.0325323
20029,0.002098,0.963915,0.00535,0.029686,13.3,0.003147,-0.0715816
20031,0.004186,0.964772,0.005464,0.020463,13.7,0.00686,-0.02978
20033,0.002644,0.965098,0.003173,0.038604,2.4,0.002115,-0.0386375
20035,0.016138,0.862466,0.02765,0.090661,32.3,0.019939,0.000551101
20037,0.012163,0.911867,0.020059,0.045025,66.4,0.009046,0.0233251
20039,0.002364,0.973658,0.005741,0.010132,3.3,0.00439,-0.147177
20041,0.003088,0.950694,0.007745,0.038929,23.3,0.005012,0.0211952
20043,0.002014,0.9309,0.030585,0.020768,20.2,0.010321,-0.036853
20045,0.03741,0.845172,0.039314,0.05099,243.1,0.026627,0.108681
20047,0.003951,0.908133,0.006915,0.175831,4.9,0.006915,-0.119455
20049,0.004164,0.951423,0,0.027412,4.5,0.014573,-0.116222
20051,0.013742,0.93779,0.008506,0.045656,31.6,0.002601,0.0343549
20053,0.003694,0.922118,0.046021,0.049561,9.1,0.005541,-0.00429119
20055,0.033636,0.769632,0.022868,0.467207,28.2,0.009136,-0.092466
20057,0.014447,0.753191,0.021242,0.511729,30.8,0.010281,0.0428246
20059,0.003847,0.937288,0.012658,0.03605,45.5,0.008233,0.0487411
20061,0.032041,0.661719,0.183895,0.123741,89.3,0.009866,0.229542
20063,0.004082,0.981818,0.002968,0.015584,2.5,0.000742,-0.121578
20065,0.003466,0.918367,0.038121,0.022719,2.9,0.006546,-0.118466
20067,0.003449,0.813386,0.006003,0.439264,13.6,0.012262,-0.0101151
20069,0.002165,0.934066,0.004329,0.142358,6.9,0.004662,0.0172764
20071,0.003208,0.9166,0.004812,0.137129,1.6,0.005613,-0.187093
20073,0.002691,0.955898,0.003438,0.03289,5.9,0.009867,-0.128242
20075,0.002602,0.793309,0.002974,0.307435,2.7,0.012268,0.00749064
20077,0.000829,0.94647,0.003646,0.049387,7.5,0.011435,-0.0768054
20079,0.007381,0.913764,0.016261,0.108033,64.3,0.007237,0.0552192
20081,0.00235,0.855498,0.00282,0.269972,7.4,0.006579,-0.0118412
20083,0.004175,0.942589,0.010438,0.061587,2.2,0.001566,-0.0810552
20085,0.003566,0.872307,0.005423,0.032536,20.5,0.079929,0.0636012
20087,0.002039,0.963035,0.005438,0.017725,35.9,0.008941,0.0379898
20089,0.00195,0.973026,0.001625,0.020474,3.4,0.0065,-0.188341
20091,0.041793,0.860107,0.043434,0.071574,1149.6,0.003701,0.206375
20093,0.003017,0.87302,0.005783,0.285391,4.6,0.009806,-0.122269
20095,0.004581,0.968567,0.001782,0.025325,9.1,0.005981,-0.0939698
20097,0.006267,0.95613,0.006659,0.038778,3.5,0.009401,-0.221171
20099,0.003564,0.880455,0.046652,0.040496,33.5,0.021613,-0.0537771
20101,0.002286,0.952,0.004571,0.042286,2.4,0.008,-0.187935
20103,0.01266,0.83801,0.094074,0.056515,164.7,0.007661,0.109709
20105,0.001851,0.974391,0.002777,0.022215,4.5,0.005245,-0.0941867
20107,0.003107,0.963857,0.004453,0.019263,16.3,0.006524,0.00898642
20109,0.003628,0.96045,0.00762,0.029028,2.6,0.004717,-0.0952068
20111,0.023182,0.835263,0.02431,0.200505,39.8,0.006946,-0.0624739
20113,0.005038,0.951439,0.010075,0.035127,32.5,0.00377,-0.0126548
20115,0.002133,0.960032,0.008215,0.023381,13.4,0.005529,-0.0524661
20117,0.002273,0.97351,0.002669,0.019077,11.2,0.003262,-0.077337
20119,0.004153,0.927213,0.006776,0.14776,4.7,0.00765,-0.0120924
20121,0.003538,0.952359,0.012993,0.025254,57,0.005856,0.156467
20123,0.002981,0.979758,0.00204,0.011455,9.1,0.003766,-0.0806405
20125,0.005779,0.833385,0.058047,0.051986,55.1,0.033492,-0.0215436
20127,0.002364,0.960155,0.004221,0.035793,8.5,0.004727,-0.0296527
20129,0.018559,0.87875,0.00433,0.1927,4.4,0.010517,-0.0752288
20131,0.001474,0.972883,0.0056,0.011888,14.2,0.004618,-0.0502939
20133,0.005027,0.941255,0.011931,0.041546,28.9,0.010841,-0.0285344
20135,0.001287,0.955584,0.005793,0.073705,2.9,0.003219,-0.100463
20137,0.00529,0.944807,0.029095,0.042321,6.5,0.002292,-0.0473711
20139,0.002271,0.969377,0.002946,0.020252,23.1,0.006873,-0.0249521
20141,0.004666,0.975894,0.002074,0.011923,4.3,0.004925,-0.133423
20143,0.001478,0.966836,0.008045,0.019865,8.5,0.00394,-0.0116826
20145,0.004589,0.90664,0.046608,0.066112,9.2,0.00588,-0.0359464
20147,0.007267,0.969869,0.004077,0.021446,6.4,0.004077,-0.0598234
20149,0.006665,0.935567,0.010507,0.044297,25.7,0.007776,0.186446
20151,0.002796,0.940659,0.011806,0.05437,13.1,0.006007,0.000932933
20153,0.001985,0.972211,0.003176,0.031759,2.4,0.001985,-0.150708
20155,0.00479,0.906342,0.029917,0.080746,51.4,0.00679,-0.00430622
20157,0.003012,0.979719,0.00502,0.010643,6.9,0.00241,-0.14653
20159,0.00367,0.913716,0.012695,0.100962,13.9,0.006942,-0.0630053
20161,0.042129,0.832497,0.0637,0.064825,116.6,0.006089,0.13163
20163,0.003667,0.974522,0.004632,0.020652,5.8,0.003281,-0.0886544
20165,0.002419,0.971575,0.002419,0.025401,4.6,0.004838,-0.068713
20167,0.004878,0.962984,0.007747,0.016499,7.9,0.006456,-0.0542741
20169,0.020789,0.875715,0.032622,0.097166,77.2,0.005305,0.0374834
20171,0.004862,0.900932,0.003849,0.152553,6.9,0.006078,-0.0359375
20173,0.040904,0.763461,0.092637,0.129696,499.6,0.011516,0.100462
20175,0.026621,0.704557,0.033723,0.565964,35.9,0.007668,0.0196357
20177,0.011718,0.811604,0.085875,0.108484,327.1,0.012235,0.0474654
20179,0.001956,0.96831,0.001174,0.032864,2.9,0.004304,-0.0913615
20181,0.002829,0.931115,0.006489,0.107654,5.7,0.002829,-0.110947
20183,0.001817,0.968855,0.002595,0.014794,4.3,0.002855,-0.150573
20185,0.003831,0.926302,0.00293,0.119225,5.6,0.012396,-0.0735018
20187,0.001342,0.836689,0.005817,0.37047,3.3,0.012081,-0.0710723
20189,0.002621,0.870894,0.002795,0.325996,7.9,0.00856,0.0477759
20191,0.002321,0.940867,0.009531,0.045458,20.4,0.011686,-0.0699144
20193,0.00481,0.950506,0.006203,0.046835,7.4,0.004557,-0.0342298
20195,0.002333,0.972676,0.004332,0.016994,3.4,0.001999,-0.095812
20197,0.001418,0.965263,0.004112,0.029066,8.9,0.005104,0.0244009
20199,0.000673,0.939394,0.001347,0.072727,1.6,0.004714,-0.150943
20201,0.003276,0.971202,0.004311,0.024832,6.5,0.002414,-0.105507
20203,0.001343,0.882722,0.008505,0.246195,3.1,0.004924,-0.117345
20205,0.003826,0.956,0.003295,0.023063,16.5,0.010522,-0.0893341
20207,0.000604,0.955273,0.003626,0.020852,6.6,0.011182,-0.126452
20209,0.025129,0.54637,0.252322,0.264328,1039,0.008235,-0.00238786
21001,0.002412,0.948542,0.026962,0.017099,46,0.00193,0.0818836
21003,0.001553,0.970235,0.008218,0.014883,58,0.002906,0.121124
21005,0.004902,0.955044,0.020214,0.013445,106.1,0.001447,0.120873
21007,0.001818,0.946539,0.028852,0.01091,33.4,0.001697,-0.00446536
21009,0.004339,0.924691,0.03865,0.02632,86.5,0.00211,0.108853
21011,0.001467,0.96411,0.013114,0.013545,41.6,0.002502,0.0456473
21013,0.002719,0.955526,0.022446,0.006901,79.9,0.001708,-0.0455422
21015,0.021328,0.917844,0.025183,0.035392,482.3,0.001919,0.381668
21017,0.003202,0.880861,0.059945,0.068451,69,0.002102,0.0322831
21019,0.004542,0.946692,0.028279,0.014412,309.9,0.00222,-0.00422094
21021,0.007597,0.882316,0.074599,0.027997,157.8,0.001934,0.0265372
21023,0.000589,0.977851,0.003417,0.01131,41.3,0.002003,0.0252446
21025,0.0049,0.982634,0.003098,0.006413,28.2,0.001369,-0.138012
21027,0.002094,0.957475,0.02039,0.008724,35.4,0.003191,0.075665
21029,0.004979,0.96838,0.006512,0.013967,250.2,0.003176,0.213649
21031,0.001576,0.969504,0.003783,0.025374,29.8,0.002837,-0.0245965
21033,0.002542,0.927603,0.051448,0.009935,37.7,0.001463,-0.0058193
21035,0.017666,0.919792,0.037428,0.023931,96.6,0.002339,0.088188
21037,0.008336,0.943312,0.02535,0.016549,597,0.001395,0.0194096
21039,0.002743,0.971983,0.007641,0.016262,26.9,0.005486,-0.0461596
21041,0.00555,0.920821,0.015077,0.072981,84.1,0.00259,0.0645987
21043,0.00184,0.97767,0.005303,0.01158,67.7,0.002417,0.0309048
21045,0.00188,0.971796,0.005327,0.023692,35.9,0.002006,0.0328866
21047,0.010195,0.715246,0.212386,0.061402,103.1,0.005801,0.0233861
21049,0.003763,0.921939,0.04796,0.025019,141.1,0.00146,0.0744931
21051,0.001197,0.94174,0.042108,0.0185,46.3,0.001565,-0.115084
21053,0.001266,0.967484,0.003797,0.022488,52.1,0.00185,0.0662238
21055,0.001825,0.977456,0.008159,0.005153,25.9,0.003543,-0.00735294
21057,0.001313,0.953909,0.025963,0.009189,22.5,0.001167,-0.0407164
21059,0.007087,0.911832,0.04786,0.026124,210.9,0.001345,0.0558305
21061,0.002056,0.96941,0.013897,0.008223,40.2,0.003043,0.0444005
21063,0.000637,0.955935,0.034131,0.007896,33.5,0.001274,0.163604
21065,0.000954,0.985346,0.001977,0.006884,58,0.002181,-0.0414843
21067,0.032295,0.757257,0.145272,0.069215,1042.8,0.002552,0.135468
21069,0.00223,0.97017,0.012754,0.010385,41.2,0.000836,0.0403132
21071,0.001926,0.981775,0.007452,0.005551,100.3,0.000989,-0.0704507
21073,0.014264,0.844354,0.104048,0.027879,237.2,0.00209,0.0335102
21075,0.006605,0.734478,0.236166,0.007779,33.2,0.002642,-0.12113
21077,0.001746,0.946792,0.013156,0.043311,84.8,0.001281,0.0913596
21079,0.002188,0.953051,0.020459,0.023829,73.5,0.001419,0.143321
21081,0.003244,0.96675,0.007218,0.023396,95.6,0.002311,0.101769
21083,0.00334,0.904286,0.043291,0.056545,67.3,0.002451,0.00251161
21085,0.002369,0.973044,0.010254,0.010021,51.8,0.001903,0.0703862
21087,0.00151,0.957097,0.019897,0.014123,39.4,0.003553,-0.0225734
21089,0.005093,0.973395,0.006963,0.007694,107.2,0.002547,0.000515031
21091,0.002218,0.97268,0.008757,0.010975,45.6,0.002569,0.0206149
21093,0.019935,0.805084,0.116303,0.050378,169.3,0.005126,0.120723
21095,0.003416,0.961268,0.021962,0.007173,62.9,0.001435,-0.118186
21097,0.002016,0.957073,0.020429,0.017882,61.5,0.00191,0.0479898
21099,0.001978,0.928952,0.048629,0.014341,44.2,0.001703,0.0432216
21101,0.004238,0.891178,0.077622,0.018551,105.9,0.002076,0.0316982
21103,0.002011,0.937468,0.02718,0.028996,53.9,0.002465,0.0236388
21105,0.002244,0.883721,0.092207,0.011628,20.2,0.002448,-0.0684151
21107,0.00552,0.9013,0.065772,0.015644,86.6,0.001385,0.00862013
21109,0.000815,0.98918,0.001186,0.006225,39.1,0.001853,-7.41E-005
21111,0.022046,0.726915,0.208132,0.043911,1948.1,0.002413,0.0684713
21113,0.009776,0.929218,0.030853,0.027848,282.3,0.002511,0.244487
21115,0.003896,0.98373,0.002398,0.004667,89.2,0.001284,-0.00379612
21117,0.00906,0.910306,0.046074,0.026453,996.7,0.001841,0.054508
21119,0.000856,0.982932,0.007219,0.006057,46.5,0.000551,-0.0738285
21121,0.002101,0.97127,0.010852,0.008468,82.5,0.002196,0.00276773
21123,0.001761,0.939125,0.031283,0.028253,54.3,0.002607,0.0613176
21125,0.004877,0.970484,0.007086,0.012184,135.6,0.002974,0.116362
21127,0.001639,0.984931,0.002081,0.004855,38.2,0.001072,0.018691
21129,0.001395,0.964499,0.023456,0.007354,37.8,0.002789,-0.00366347
21131,0.001326,0.988417,0.001945,0.003537,28.2,0.001238,-0.0879768
21133,0.001591,0.987601,0.003467,0.005057,72.6,0.001509,-0.0299877
21135,0.000577,0.988536,0.002668,0.005624,28.7,0.001947,-0.0157536
21137,0.001617,0.952025,0.022836,0.015035,74.1,0.001738,0.0591156
21139,0.002101,0.978884,0.002206,0.012922,30.4,0.002836,-0.0290698
21141,0.002385,0.901323,0.065847,0.024259,48.6,0.00231,0.00985963
21143,0.002887,0.929637,0.053043,0.009261,38.9,0.001443,0.0289604
21145,0.008038,0.850484,0.110181,0.021094,263.6,0.002288,0.00077846
21147,0.001366,0.91358,0.055119,0.021414,42.9,0.007047,0.0717799
21149,0.001049,0.975973,0.005771,0.011122,37.8,0.002413,-0.0409539
21151,0.009142,0.915698,0.04355,0.021866,189.6,0.003015,0.16994
21153,0.0006,0.9862,0.00135,0.007125,43.2,0.002775,7.50E-005
21155,0.005853,0.880626,0.080928,0.024319,57.8,0.001514,0.0882934
21157,0.002798,0.982574,0.001558,0.011129,104.4,0.001876,0.043917
21159,0.001702,0.919561,0.069302,0.03001,56.3,0.003713,0.0279059
21161,0.005775,0.903431,0.064037,0.01418,72.8,0.002058,0.0410714
21163,0.005524,0.923956,0.033145,0.030033,93.6,0.00514,0.0855061
21165,0.00111,0.96543,0.018395,0.008088,31,0.000951,-0.038133
21167,0.003563,0.927711,0.035863,0.022971,85.7,0.001828,0.0246914
21169,0.001386,0.967819,0.015249,0.011387,34.9,0.001386,0.00617714
21171,0.00073,0.951473,0.021071,0.026361,33.3,0.001095,-0.0674549
21173,0.00317,0.944602,0.027586,0.024907,134.3,0.001811,0.174914
21175,0.003304,0.942613,0.043094,0.007757,36.5,0.002227,-0.00179237
21177,0.001365,0.936982,0.045271,0.011651,67.4,0.00146,-0.0106787
21179,0.005019,0.919308,0.050257,0.020443,104,0.001243,0.159031
21181,0.002242,0.978697,0.005746,0.013735,36.6,0.000981,0.0472626
21183,0.002139,0.962335,0.008221,0.0354,40.6,0.002097,0.0404084
21185,0.013214,0.910273,0.043438,0.035364,322.2,0.002818,0.306163
21187,0.001568,0.965778,0.008394,0.022692,30.9,0.001568,0.0278752
21189,0.000421,0.986751,0.002734,0.008202,24.1,0.002524,-0.0212021
21191,0.001344,0.981582,0.003563,0.009612,53.7,0.002218,0.0338429
21193,0.005155,0.964962,0.01515,0.006443,84.5,0.001289,-0.0230691
21195,0.004552,0.979915,0.005367,0.006859,82.6,0.000984,-0.0540037
21197,0.001348,0.976849,0.006263,0.010465,70.5,0.00111,-0.0471406
21199,0.004599,0.96134,0.011528,0.0209,95.8,0.002268,0.121778
21201,0.000876,0.982033,0.001753,0.009641,22.8,0.001315,0.0070609
21203,0.000821,0.983994,0.001114,0.006039,53.9,0.002638,0.0285852
21205,0.007714,0.960871,0.014957,0.0126,83.4,0.001457,0.0560786
21207,0.002334,0.964589,0.004668,0.033305,69.2,0.002562,0.0766166
21209,0.008819,0.898925,0.052318,0.04227,167.4,0.002735,0.426847
21211,0.006132,0.854281,0.074773,0.090602,110.8,0.002757,0.262081
21213,0.006579,0.872511,0.093784,0.018757,74,0.002366,0.0562024
21215,0.004103,0.96237,0.015122,0.014009,91.4,0.001876,0.450025
21217,0.005263,0.919509,0.049608,0.017665,92,0.001265,0.0691325
21219,0.000963,0.890289,0.079936,0.039647,33.3,0.001525,0.0408487
21221,0.003069,0.891345,0.081665,0.012204,32.5,0.00265,0.138287
21223,0.004314,0.964014,0.003065,0.025315,58.1,0.003519,0.0841846
21225,0.003398,0.854535,0.120477,0.016192,43.8,0.001866,-0.0402891
21227,0.027981,0.836324,0.090613,0.045469,210.1,0.002768,0.229891
21229,0.002646,0.908338,0.063327,0.033541,39.4,0.000853,0.0733785
21231,0.003219,0.951569,0.015183,0.028876,45.4,0.00197,0.044672
21233,0.00257,0.913956,0.041333,0.042581,41,0.002056,-0.0353399
21235,0.00362,0.973819,0.005752,0.008699,81.4,0.00275,-0.00635717
21237,0.000408,0.987763,0.00136,0.005574,33.1,0.002855,0.0410474
21239,0.004972,0.896708,0.04932,0.067364,132.1,0.001524,0.0745863
22001,0.002218,0.795283,0.180904,0.01716,94.3,0.002639,0.0494725
22003,0.006831,0.715533,0.232301,0.013274,33.8,0.024142,0.0127358
22005,0.009495,0.732845,0.222413,0.046859,369.7,0.003162,0.39918
22007,0.002476,0.667563,0.304897,0.021263,69.2,0.005679,0.00141098
22009,0.003351,0.669978,0.294678,0.014404,50.5,0.011955,0.0142716
22011,0.006283,0.822376,0.13056,0.028131,30.8,0.009985,0.0808828
